rank,age,height_cm,weight_kg,bmi,19.1_rank,19.2_rank,19.3_rank,19.4_rank,19.5_rank
28531,25,178.0,84.0,26.5,22820,26488,44081,35468,57369
28532,30,178.0,84.0,26.5,59872,38453,33764,21596,32543
28533,35,181.0,78.0,23.8,34003,46155,42095,30312,33677
28534,53,178.0,84.0,26.5,34003,31107,41670,59279,20187
28534,42,180.0,82.0,25.3,28158,35126,49372,38294,35296
28536,33,178.0,85.0,26.8,74157,20739,34717,18116,38522
28537,37,175.0,86.0,28.1,62995,23759,32185,38489,28827
28538,38,180.0,76.0,23.5,56339,37202,50198,19287,23231
28540,29,188.0,79.0,22.4,23544,31645,88406,25845,16839
28540,36,174.0,82.0,27.1,64185,33213,29055,23615,36211
28542,22,176.0,70.0,22.6,88957,17282,6575,24192,49276
28543,53,178.0,84.0,26.5,26601,42541,22292,53587,41267
28544,29,178.0,72.0,22.7,64185,23795,50755,26174,21394
28545,26,175.0,77.0,25.1,51743,38667,46603,32801,16493
28546,36,183.0,88.0,26.3,45485,28952,63359,29596,18924
28547,34,178.0,90.0,28.4,22015,21274,37696,64976,40358
28548,40,179.0,85.0,26.5,46622,33213,22655,42575,41267
28549,32,190.0,94.0,26.0,9188,50346,32090,39394,55322
28549,43,178.0,84.0,26.5,46622,50938,15648,39455,33677
28551,35,173.0,73.0,24.4,59872,35373,37564,16625,36907
28552,35,178.0,84.0,26.5,28158,32702,25662,36776,63051
28553,30,180.0,86.0,26.5,6260,17816,31618,95361,35296
28554,37,175.0,91.0,29.7,23544,25645,27262,43734,66168
28555,18,178.0,73.0,23.0,62995,33973,18885,21225,49276
28556,33,177.0,81.0,25.9,50223,35675,25253,51867,23338
28557,35,178.0,84.0,26.5,17871,39316,48800,43465,36907
28558,25,180.0,82.0,25.3,34003,39352,48983,32627,31413
28559,32,178.0,86.0,27.1,14443,8908,13484,12171,137383
28560,31,183.0,85.0,25.4,35431,29371,40237,37048,44305
28561,29,183.0,93.0,27.8,11188,82609,9056,65689,17856
28562,40,178.0,79.0,24.9,77144,42668,36278,15331,14978
28564,27,183.0,98.0,29.3,4465,10158,14750,19655,137383
28565,28,180.0,92.0,28.4,33428,39833,28653,48294,36211
28566,32,178.0,91.0,28.7,59872,36410,23147,41778,25220
28567,29,180.0,91.0,28.1,69077,42707,10723,31378,32543
28568,31,178.0,84.0,26.5,9881,10472,6075,153654,6351
28569,31,183.0,93.0,27.8,9881,2929,15115,153654,4857
28569,44,183.0,81.0,24.2,27384,23306,47033,65048,23665
28571,25,171.0,86.0,29.4,19508,2840,19540,7166,137383
28571,42,165.0,70.0,25.7,97709,14643,18199,15528,40358
28574,29,178.0,84.0,26.5,27384,51450,18898,55030,33677
28575,20,173.0,77.0,25.7,7652,17686,9153,14569,137383
28576,43,178.0,84.0,26.5,37269,34021,63663,31066,20429
28577,41,178.0,92.0,29.0,48983,18123,54835,40312,24196
28578,32,175.0,86.0,28.1,51743,23343,43621,31550,36211
28579,43,180.0,84.0,25.9,56339,26954,29349,46851,26987
28580,53,185.0,88.0,25.7,23544,58011,19936,35720,49276
28582,33,178.0,84.0,26.5,7433,5838,7714,153654,11855
28583,36,185.0,83.0,24.3,41254,25307,65422,29796,24718
28584,24,180.0,86.0,26.5,44376,34865,48827,16111,42321
28584,28,178.0,89.0,28.1,51743,33094,36749,32371,32543
28586,34,183.0,84.0,25.1,66670,38231,24242,39350,18013
28587,34,178.0,82.0,25.9,29001,29371,34331,65539,28272
28589,37,183.0,79.0,23.6,26601,38361,49124,29027,43416
28590,35,183.0,88.0,26.3,27384,33484,65637,36361,23665
28593,25,178.0,84.0,26.5,38189,25336,68181,17933,36907
28594,27,178.0,84.0,26.5,24248,61321,20623,64786,15570
28595,28,180.0,86.0,26.5,59872,23736,37104,37017,28827
28595,43,178.0,84.0,26.5,34003,24919,44744,45239,37651
28597,43,178.0,84.0,26.5,77144,34021,15178,46482,13733
28598,19,170.0,75.0,26.0,178392,5678,341,1062,1099
28599,33,183.0,80.0,23.9,24248,50989,41938,39554,29847
28600,43,170.0,75.0,26.0,65491,53276,13964,29974,23878
28601,31,175.0,86.0,28.1,69077,51542,38904,13629,13433
28602,31,178.0,84.0,26.5,47717,25842,37516,26236,49276
28603,27,180.0,82.0,25.3,15232,48614,20665,61720,40358
28604,25,178.0,91.0,28.7,43323,28766,68484,23391,22632
28604,40,175.0,88.0,28.7,46622,23547,40569,42836,33022
28606,18,170.0,70.0,24.2,51743,45388,42561,18639,28272
28606,34,178.0,84.0,26.5,48983,21866,21127,45351,49276
28608,36,178.0,84.0,26.5,25056,56029,20841,40377,44305
28609,39,180.0,93.0,28.7,20070,21672,52235,38367,54270
28610,41,190.0,99.0,27.4,10347,64785,30452,59367,21670
28611,28,185.0,86.0,25.1,22820,33905,44447,36183,49276
28612,25,183.0,86.0,25.7,5609,34064,39345,88164,19453
28613,34,190.0,93.0,25.8,51743,41553,37007,22656,33677
28614,27,178.0,84.0,26.5,58854,19336,44551,21577,42321
28615,38,173.0,77.0,25.7,37269,52447,49297,32231,15398
28616,30,170.0,82.0,28.4,51743,23037,42694,35499,33677
28617,29,178.0,84.0,26.5,28158,88641,4121,27221,38522
28617,30,182.0,83.0,25.1,58854,20395,59653,27507,20254
28619,29,188.0,76.0,21.5,6260,47990,49320,38790,44305
28620,39,183.0,82.0,24.5,28158,45425,25776,48799,38522
28621,27,182.0,95.0,28.7,5609,1993,37186,4513,137383
28622,29,178.0,84.0,26.5,13831,23467,54110,71858,23424
28623,34,180.0,87.0,26.9,3675,164659,4340,8794,5228
28624,21,183.0,80.0,23.9,39132,23300,49191,29743,45333
28626,33,187.0,102.0,29.2,4678,22633,82633,36415,40358
28627,26,185.0,86.0,25.1,51743,28673,30905,15693,59704
28628,22,175.0,84.0,27.4,57100,24036,39943,32621,33022
28629,27,181.0,93.0,28.4,35431,21753,24407,55039,50096
28630,25,190.0,93.0,25.8,8517,19550,48749,83630,26282
28630,33,173.0,86.0,28.7,75522,26613,24362,24935,35296
28632,50,173.0,73.0,24.4,77144,31218,38976,11120,28272
28633,35,178.0,84.0,26.5,42298,22343,65352,38154,18593
28634,33,163.0,80.0,30.1,70344,31582,9491,15620,59704
28635,24,178.0,84.0,26.5,4903,83252,51470,25263,21855
28636,37,183.0,89.0,26.6,19508,24679,75098,45609,21855
28637,28,178.0,84.0,26.5,116072,26283,3775,14985,25647
28637,42,180.0,84.0,25.9,46622,21987,78811,13060,26282
28639,25,183.0,84.0,25.1,6260,2733,158693,13341,5749
28640,20,178.0,66.0,20.8,62995,21023,8137,83446,11176
28641,32,178.0,74.0,23.4,86223,32476,23257,16558,28272
28642,24,180.0,79.0,24.4,50223,17879,36117,23558,59019
28644,35,182.0,79.0,23.8,28158,37765,62625,31660,26592
28645,31,177.0,83.0,26.5,56339,31842,25843,23501,49276
28646,44,178.0,84.0,26.5,66670,32361,20531,26884,40358
28647,25,178.0,82.0,25.9,48983,40195,12834,37753,47044
28648,41,178.0,84.0,26.5,51743,25567,35672,43597,30233
28649,19,180.0,82.0,25.3,29001,22650,59844,51903,23424
28650,29,178.0,84.0,26.5,42298,51974,39087,22690,30789
28651,43,170.0,71.0,24.6,57100,40655,53421,13831,21855
28652,27,181.0,81.0,24.7,18902,8282,12455,9843,137383
28652,38,178.0,86.0,27.1,28158,10736,82407,40186,25378
28654,29,180.0,76.0,23.5,41254,22480,68162,19307,35663
28655,35,188.0,100.0,28.3,13218,4238,4060,27974,137383
28656,30,178.0,100.0,31.6,13831,51386,52716,45277,23665
28657,48,185.0,93.0,27.2,50223,30753,37529,28014,40358
28658,31,183.0,75.0,22.4,50223,66875,16613,37772,15398
28659,23,178.0,84.0,26.5,43323,61538,19500,28857,33677
28660,43,188.0,97.0,27.4,21334,20068,59122,61409,24966
28661,31,178.0,84.0,26.5,121252,27028,8574,24967,5087
28662,25,178.0,95.0,30.0,13831,29495,56796,61946,24843
28663,41,178.0,91.0,28.7,72885,24181,33868,36118,19863
28664,32,178.0,84.0,26.5,24248,57331,48785,30679,25879
28665,26,180.0,91.0,28.1,178392,2500,1176,3668,1189
28666,26,178.0,84.0,26.5,8179,7385,14712,19269,137383
28668,23,178.0,84.0,26.5,8828,65337,30687,42667,39421
28669,31,165.0,82.0,30.1,57100,35788,32771,27615,33677
28670,36,178.0,79.0,24.9,35431,20671,69747,31260,29847
28671,36,178.0,79.0,24.9,36340,24281,75602,23748,26987
28672,35,178.0,84.0,26.5,42298,42316,45533,34190,22632
28673,25,178.0,84.0,26.5,18902,68304,17740,32749,49276
28675,39,168.0,79.0,28.0,77144,16316,67144,16083,10301
28675,33,178.0,84.0,26.5,51743,29627,31882,31415,42321
28677,29,178.0,84.0,26.5,3675,24226,88511,27162,43416
28678,24,178.0,84.0,26.5,82228,26169,32744,35999,9852
28679,32,178.0,84.0,26.5,84924,48234,14740,12503,26592
28679,31,178.0,84.0,26.5,26601,51258,29122,40591,39421
28681,21,181.0,82.0,25.0,21334,34832,36240,47556,47044
28682,31,182.0,84.0,25.4,30006,32702,65223,29485,29591
28683,16,176.0,68.0,22.0,47717,76162,24198,11077,27859
28684,25,177.0,80.0,25.5,101760,37116,10794,14012,23338
28685,37,183.0,95.0,28.4,43323,34712,30547,39920,38522
28686,41,188.0,95.0,26.9,7913,29371,87931,40522,21306
28687,27,183.0,95.0,28.4,12109,36499,75150,33445,29847
28688,32,180.0,85.0,26.2,24248,7342,7059,11031,137383
28689,30,183.0,83.0,24.8,36340,53598,37828,36275,23028
28690,27,184.0,95.0,28.1,19508,46815,42527,42927,35296
28691,49,170.0,75.0,26.0,69077,19669,38194,26461,33677
28692,26,174.0,77.0,25.4,51743,18696,42709,35417,38522
28694,26,189.0,95.0,26.6,3482,24814,82594,36785,39421
28695,39,178.0,86.0,27.1,72885,40695,21548,25378,26592
28696,30,178.0,84.0,26.5,69077,27575,30729,22813,36907
28697,32,168.0,79.0,28.0,70344,37556,29206,16994,33022
28698,40,180.0,79.0,24.4,43323,42155,26936,34352,40358
28699,42,178.0,84.0,26.5,35431,45602,40736,41933,23424
28700,26,180.0,76.0,23.5,25821,37062,35808,35231,53209
28701,24,178.0,84.0,26.5,15232,50636,51746,40694,28827
28701,33,170.0,70.0,24.2,69077,35373,15869,42348,24468
28703,29,185.0,77.0,22.5,22820,25307,62049,34653,42321
28704,31,180.0,85.0,26.2,57967,44945,31950,23463,28827
28705,30,188.0,95.0,26.9,42298,22994,31723,22921,67220
28706,25,183.0,91.0,27.2,5102,26819,49069,64903,41267
28707,28,173.0,91.0,30.4,77144,24281,29107,40377,16261
28708,39,184.0,88.0,26.0,58854,31801,30010,35720,30789
28709,42,173.0,89.0,29.7,12686,35675,45008,68166,25647
28710,33,179.0,76.0,23.7,35431,45497,52435,20806,33022
28711,28,181.0,83.0,25.3,44376,33213,40039,31918,37651
28713,29,179.0,84.0,26.2,20685,70365,32321,43264,20583
28713,34,178.0,87.0,27.5,51743,25006,34681,31483,44305
28715,34,172.0,71.0,24.0,86223,31183,15506,23529,30789
28716,26,189.0,93.0,26.0,12686,29371,88883,30423,25879
28717,26,178.0,84.0,26.5,50223,51974,40547,15675,28827
28717,31,178.0,84.0,26.5,48983,52552,31864,20170,33677
28719,24,178.0,84.0,26.5,56339,56632,30519,12972,30789
28720,28,180.0,83.0,25.6,6260,9563,23454,10598,137383
28721,25,188.0,86.0,24.3,45485,29748,49297,25078,37651
28722,29,190.0,97.0,26.9,3482,5333,21262,19800,137383
28723,34,185.0,88.0,25.7,38189,29495,42724,39203,37651
28724,38,168.0,86.0,30.5,62995,30998,24783,45149,23338
28725,32,173.0,79.0,26.4,17433,1172,158693,5621,4349
28726,31,180.0,73.0,22.5,30006,33905,59453,31367,32543
28727,29,178.0,84.0,26.5,57967,29329,15044,36259,48708
28728,42,178.0,88.0,27.8,41254,31694,49470,25477,39421
28729,38,183.0,95.0,28.4,25821,60215,9743,61693,29847
28730,28,178.0,84.0,26.5,58854,38394,40630,16902,32543
28731,26,176.0,76.0,24.5,47717,18093,69826,21457,30233
28732,30,178.0,84.0,26.5,15232,42707,48919,38148,42321
28733,22,188.0,88.0,24.9,22015,45315,29923,39098,50989
28734,36,188.0,84.0,23.8,39132,46690,23157,38945,39421
28735,27,183.0,100.0,29.9,18387,25791,65364,38383,39421
28736,32,175.0,80.0,26.1,65491,28406,23049,34749,35663
28737,27,180.0,86.0,26.5,11188,7429,21205,10154,137383
28737,24,185.0,98.0,28.6,15232,22543,60110,58061,31413
28739,36,178.0,86.0,27.1,26601,26224,48735,68189,17617
28740,33,186.0,95.0,27.5,8179,46204,37397,49399,46190
28741,38,175.0,81.0,26.4,70344,21672,27657,29187,38522
28742,24,168.0,80.0,28.3,75522,26374,30709,25959,28827
28743,27,180.0,76.0,23.5,33428,56660,36749,30964,29591
28744,26,178.0,84.0,26.5,26601,3147,5937,14332,137383
28745,25,185.0,83.0,24.3,22015,14970,23523,12378,114521
28746,25,168.0,74.0,26.2,83860,50989,5518,15629,31413
28746,32,190.0,95.0,26.3,17433,33160,62038,49131,25647
28748,25,186.0,79.0,22.8,34003,41053,54153,35799,22404
28749,34,183.0,84.0,25.1,65491,20395,46375,21480,33677
28750,29,173.0,84.0,28.1,30006,43648,38573,48911,26282
28751,30,185.0,81.0,23.7,30006,33729,41810,35687,46190
28752,39,173.0,86.0,28.7,58854,45341,36566,21018,25647
28753,36,178.0,84.0,26.5,83860,16395,14427,49323,23424
28755,26,185.0,97.0,28.3,12109,44071,31632,58362,41267
28756,33,178.0,84.0,26.5,25056,25888,65102,45914,25495
28757,23,178.0,79.0,24.9,56339,12039,54153,31260,33677
28757,26,178.0,84.0,26.5,41254,22539,26658,78676,18341
28759,32,177.0,82.0,26.2,30006,16643,31453,38082,71296
28759,40,178.0,86.0,27.1,21334,43450,33458,36029,53209
28761,29,175.0,74.0,24.2,64185,30502,30481,34044,28272
28762,33,188.0,91.0,25.7,23544,22434,71810,32801,36907
28763,31,183.0,94.0,28.1,48983,29847,49393,43597,15680
28764,41,173.0,74.0,24.7,51743,37323,37920,27974,32543
28765,36,183.0,93.0,27.8,25056,22855,41880,55402,42321
28766,45,173.0,73.0,24.4,86223,28824,18058,20736,33677
28767,27,178.0,84.0,26.5,13218,23330,54188,52481,44305
28768,38,178.0,84.0,26.5,22015,48668,49820,40033,26987
28769,30,178.0,89.0,28.1,15232,12039,14529,8353,137383
28770,35,190.0,100.0,27.7,17871,71378,14926,44841,38522
28771,47,178.0,84.0,26.5,40098,39685,37963,52576,17225
28772,45,185.0,84.0,24.5,39132,31765,27122,37232,52306
28773,29,165.0,86.0,31.6,72885,42885,10172,40312,21306
28773,33,178.0,84.0,26.5,104353,27717,13845,15766,25879
28775,32,178.0,83.0,26.2,50223,34021,37564,32076,33677
28776,42,172.0,68.0,23.0,20685,66392,27426,49294,23766
28777,43,175.0,92.0,30.0,22820,55422,13921,76206,19200
28778,33,182.0,98.0,29.6,30006,31645,35953,52327,37651
28779,34,178.0,91.0,28.7,28158,55632,44652,32562,26592
28781,32,180.0,78.0,24.1,42298,40945,36288,23770,44305
28782,29,178.0,100.0,31.6,5891,25182,37268,68279,50989
28783,27,178.0,84.0,26.5,39132,21182,48950,39825,38522
28784,25,178.0,84.0,26.5,59872,24948,47393,28809,26592
28785,33,167.0,73.0,26.2,67855,52354,18068,29796,19542
28787,35,178.0,84.0,26.5,30006,49338,26087,37890,44305
28788,43,180.0,98.0,30.2,15232,24511,54110,73010,20764
28789,28,178.0,84.0,26.5,45485,62377,18919,29435,31413
28790,32,183.0,79.0,23.6,14443,7744,20670,7410,137383
28790,28,185.0,84.0,24.5,15232,55700,31864,46332,38522
28790,24,186.0,85.0,24.6,51743,26000,46372,33688,29847
28793,20,178.0,73.0,23.0,44376,34289,47836,33762,27392
28794,33,178.0,84.0,26.5,15232,12410,51397,99141,9498
28795,32,178.0,82.0,25.9,22820,56815,6124,52653,49276
28796,41,173.0,77.0,25.7,60845,20068,40431,25078,41267
28796,33,185.0,82.0,24.0,51743,31520,41991,28758,33677
28798,38,178.0,95.0,30.0,47717,13624,36134,45914,44305
28799,38,178.0,84.0,26.5,94971,41032,13758,15306,22632
28799,41,174.0,79.0,26.1,38189,37499,44928,20893,46190
28801,32,188.0,93.0,26.3,10735,7462,17349,14771,137383
28802,29,177.0,88.0,28.1,8179,7209,20598,14332,137383
28803,34,177.0,82.0,26.2,35431,11432,40923,21973,77946
28804,26,178.0,69.0,21.8,124234,22678,11439,12055,17303
28805,32,168.0,78.0,27.6,65491,20270,42994,29110,29847
28806,40,173.0,86.0,28.7,51743,29114,27193,43465,36211
28807,32,185.0,88.0,25.7,36340,28482,32781,36918,53209
28808,26,178.0,84.0,26.5,15232,45769,48919,37455,40358
28809,35,178.0,84.0,26.5,17433,53478,28169,43327,45333
28810,41,188.0,94.0,26.6,35431,44359,32804,50048,25100
28811,37,168.0,71.0,25.2,51743,17686,37039,38957,42321
28812,43,180.0,84.0,25.9,42298,35373,40126,42964,26987
28813,37,178.0,84.0,26.5,77144,25791,20107,36435,28272
28814,35,190.0,102.0,28.3,25056,36664,52169,36214,37651
28815,39,180.0,82.0,25.3,51743,35165,12152,41652,47044
28815,22,175.0,78.0,25.5,62995,34758,14714,39078,36211
28817,35,178.0,84.0,26.5,59872,26582,27178,48643,25495
28818,21,178.0,84.0,26.5,77144,13392,26617,12477,58141
28819,28,178.0,84.0,26.5,60845,19938,57420,15894,33677
28820,25,178.0,84.0,26.5,64185,36735,46216,21976,18664
28821,32,178.0,84.0,26.5,47717,30152,61472,23718,24718
28822,32,178.0,80.0,25.2,6260,5101,158693,10350,7375
28822,43,183.0,102.0,30.5,22015,7666,70153,41755,46190
28824,31,175.0,79.0,25.8,62995,24155,35003,18590,47044
28825,30,169.0,73.0,25.6,44376,18529,50340,37637,36907
28826,24,176.0,79.0,25.5,88957,30315,23919,23209,21394
28826,47,190.0,92.0,25.5,22015,47181,35583,40694,42321
28828,28,175.0,77.0,25.1,38189,26663,30687,61468,30789
28829,30,175.0,93.0,30.4,22015,13819,26005,92939,33022
28830,41,175.0,91.0,29.7,45485,47181,34534,38203,22404
28831,27,175.0,88.0,28.7,38189,30670,71463,35438,12053
28832,24,180.0,84.0,25.9,18902,22933,68076,33599,44305
28832,35,174.0,74.0,24.4,66670,28553,41135,19497,31960
28834,25,180.0,88.0,27.2,9188,120460,20626,21422,16130
28834,33,178.0,77.0,24.3,74157,22782,36597,23501,30789
28836,26,190.0,91.0,25.2,48983,34978,39829,25516,38522
28836,34,185.0,93.0,27.2,30006,32944,62636,35650,26592
28838,35,178.0,80.0,25.2,24248,31045,53856,55557,23126
28839,30,170.0,82.0,28.4,178392,3816,924,904,3797
28840,33,175.0,78.0,25.5,77144,37882,10117,29027,33677
28841,40,163.0,73.0,27.5,50223,39063,65364,15014,18188
28842,37,181.0,77.0,23.5,45485,41444,32164,36221,32543
28843,21,173.0,84.0,28.1,35431,45769,26870,41266,38522
28844,27,178.0,67.0,21.1,57100,48413,24231,19594,38522
28845,41,184.0,83.0,24.5,18387,46515,24972,68396,29591
28846,20,170.0,72.0,24.9,13218,164659,7018,1299,1669
28846,40,178.0,84.0,26.5,46622,41053,43483,30423,26282
28848,39,182.0,89.0,26.9,13218,74996,23817,35475,40358
28849,24,173.0,79.0,26.4,11188,3945,158693,5621,8421
28850,26,178.0,84.0,26.5,58854,40548,35173,19619,33677
28851,30,178.0,84.0,26.5,72885,34599,23225,29307,27859
28852,33,183.0,88.0,26.3,40098,19646,46624,51929,29591
28853,34,185.0,82.0,24.0,50223,26441,39497,43465,28272
28854,37,183.0,84.0,25.1,8828,21023,37202,99179,21670
28855,30,178.0,76.0,24.0,43323,20739,51779,45489,26592
28856,43,180.0,78.0,24.1,47717,45009,31380,31861,31960
28858,52,173.0,77.0,25.7,69077,37476,13817,35602,31960
28859,35,178.0,79.0,24.9,30006,55700,12935,45887,43416
28859,45,178.0,78.0,24.6,44376,45315,35544,30749,31960
28861,39,178.0,78.0,24.6,40098,41973,54358,33011,18506
28861,23,178.0,73.0,23.0,51743,27438,20336,20301,68128
28863,27,178.0,84.0,26.5,22820,59582,44744,27125,33677
28863,38,169.0,73.0,25.6,66670,25149,38926,29344,27859
28865,41,178.0,88.0,27.8,38189,17686,38156,55402,38522
28866,41,178.0,84.0,26.5,69077,41395,55156,9331,13003
28867,48,190.0,90.0,24.9,5891,51217,71556,27890,31413
28868,32,178.0,84.0,26.5,91825,25773,27771,30380,12220
28869,45,176.0,75.0,24.2,62995,18864,23836,61693,20583
28870,35,178.0,90.0,28.4,41254,15413,49384,65010,16918
28871,36,178.0,84.0,26.5,5891,45673,52350,48780,35296
28872,29,178.0,84.0,26.5,41254,33771,42191,40550,30233
28873,31,175.0,82.0,26.8,27384,47181,29302,52173,31960
28874,40,178.0,84.0,26.5,82969,44260,19994,23105,17684
28874,33,179.0,80.0,25.0,70344,28515,23229,33964,31960
28876,37,178.0,80.0,25.2,64185,23561,11998,64718,23557
28877,19,178.0,84.0,26.5,30006,38628,21011,49101,49276
28878,38,180.0,90.0,27.8,33428,27238,49359,46619,31413
28879,28,178.0,76.0,24.0,71633,48614,10525,32322,24966
28880,31,173.0,79.0,26.4,20685,9640,4444,15909,137383
28881,24,182.0,85.0,25.7,15232,16221,3651,15577,137383
28882,39,183.0,90.0,26.9,39132,32128,60218,25799,30789
28883,30,178.0,84.0,26.5,7652,20068,78227,45214,36907
28884,33,178.0,79.0,24.9,34003,21753,13817,40550,77946
28885,35,177.0,77.0,24.6,103096,37339,9453,15667,22525
28886,26,186.0,94.0,27.2,2898,51903,62238,52023,19021
28887,24,180.0,84.0,25.9,17871,11078,2314,153654,3168
28888,32,190.0,91.0,25.2,5102,31612,88346,42601,20429
28889,28,178.0,84.0,26.5,48983,37394,30709,29743,41267
28890,39,165.0,70.0,25.7,62995,28999,27749,33058,35296
28891,28,178.0,84.0,26.5,12109,164659,5446,2178,3707
28892,22,171.0,72.0,24.6,101760,16082,24837,26667,18758
28893,24,183.0,86.0,25.7,12109,16958,37541,69203,52306
28894,33,178.0,75.0,23.7,93639,24581,20482,23391,26038
28895,30,188.0,88.0,24.9,2225,11078,8277,153654,12899
28896,31,174.0,70.0,23.1,58854,25246,32482,21457,50096
28897,31,178.0,84.0,26.5,42298,16628,39324,23718,66168
28899,49,173.0,84.0,28.1,51743,51700,19086,37339,28272
28900,35,178.0,84.0,26.5,1683,164659,3839,14132,3828
28901,36,188.0,88.0,24.9,39132,35346,52499,35528,25647
28902,28,175.0,86.0,28.1,50223,46383,32690,23209,35663
28903,40,178.0,84.0,26.5,17871,40878,56937,52297,20187
28904,32,168.0,74.0,26.2,44376,33213,71216,32240,7133
28904,31,178.0,84.0,26.5,41254,21866,13335,83451,28272
28907,34,185.0,82.0,24.0,34003,24416,59584,37663,32543
28908,43,175.0,85.0,27.8,47717,20526,41051,34614,44305
28909,52,178.0,77.0,24.3,14443,65961,14552,76765,16493
28909,31,178.0,84.0,26.5,57967,38584,28846,31404,31413
28911,33,179.0,84.0,26.2,19508,50079,40466,52297,25879
28912,27,173.0,81.0,27.1,65491,31107,32164,26942,32543
28913,39,175.0,75.0,24.5,47717,28673,39534,38650,33677
28914,34,169.0,69.0,24.2,67855,28406,36117,18970,36907
28915,26,175.0,93.0,30.4,21334,60036,23610,49601,33677
28916,25,170.0,86.0,29.8,27384,4254,605,153654,2362
28917,45,178.0,79.0,24.9,45485,21304,47453,51903,22117
28918,35,174.0,67.0,22.1,59872,37704,34348,28483,27859
28920,30,190.0,100.0,27.7,7913,54740,28562,50008,47044
28920,17,175.0,77.0,25.1,25821,51019,47666,41830,21931
28922,28,175.0,78.0,25.5,59872,40552,41773,25307,20764
28923,35,175.0,79.0,25.8,66670,32548,20107,31297,37651
28924,32,190.0,89.0,24.7,9188,63589,59704,28809,26987
28925,28,180.0,83.0,25.6,24248,15492,5783,5374,137383
28926,34,173.0,68.0,22.7,34003,54622,66663,16214,16779
28926,30,178.0,75.0,23.7,77144,33213,19869,32955,25100
28928,50,180.0,82.0,25.3,25056,35469,66497,33869,27392
28929,36,180.0,84.0,25.9,40098,41575,16587,48761,41267
28930,24,178.0,84.0,26.5,30006,36363,47089,55128,19706
28931,36,180.0,84.0,25.9,34698,34758,27141,42990,48708
28932,41,182.0,85.0,25.7,36340,55055,30673,22813,43416
28933,50,168.0,88.0,31.2,61906,27235,19136,42372,37651
28934,49,183.0,84.0,25.1,51743,35220,29160,48624,23557
28935,23,183.0,96.0,28.7,34698,40290,26386,42626,44305
