rank,age,height_cm,weight_kg,bmi,total_points,191_rank,192_rank,193_rank,194_rank,195_rank,Australia,Brazil,Canada,Denmark,Iceland,Russian Federation,Switzerland,United Kingdom,United States
13401,25,178.0,59.0,18.6,98037,65491,19061,5497,2048,5940,0,0,0,0,0,0,0,0,0
13402,43,178.0,84.0,26.5,98038,20070,24181,14247,17136,22404,0,0,0,0,0,0,0,0,1
13403,25,177.0,74.0,23.6,98041,35431,9016,9243,24164,20187,0,0,0,0,0,0,0,0,0
13404,37,178.0,82.0,25.9,98042,34003,9396,26842,8780,19021,0,0,0,0,0,1,0,0,0
13405,30,183.0,88.0,26.3,98044,15232,17911,39379,16748,8774,0,0,0,0,0,0,0,0,1
13406,26,185.0,86.0,25.1,98052,30006,22418,9831,10831,24966,0,0,1,0,0,0,0,0,0
13407,24,170.0,73.0,25.3,98053,36340,10827,36734,8125,6027,0,0,0,0,0,0,0,0,1
13408,26,182.0,83.0,25.1,98055,11188,17686,33634,8560,26987,0,0,0,0,0,0,0,0,0
13409,26,172.0,75.0,25.4,98059,34698,17077,13796,14720,17768,0,0,0,0,0,0,0,0,0
13410,27,178.0,84.0,26.5,98062,22820,19124,28255,11946,15917,0,1,0,0,0,0,0,0,0
13411,24,187.0,82.0,23.4,98079,12686,17077,24392,14077,29847,0,0,0,0,0,0,0,0,0
13412,32,168.0,73.0,25.9,98086,48983,9051,18971,12451,8630,0,0,0,0,0,0,0,0,1
13413,29,185.0,86.0,25.1,98088,12686,20366,28040,18136,18860,0,0,0,0,0,0,0,0,1
13414,25,192.0,97.0,26.3,98093,973,8683,53823,21966,12648,0,0,0,0,0,0,0,0,0
13415,26,183.0,95.0,28.4,98094,8828,13978,30099,24935,20254,0,0,0,0,0,0,0,0,1
13416,26,178.0,95.0,30.0,98097,22820,18372,17549,26917,12439,0,0,0,0,0,0,0,0,1
13417,23,185.0,82.0,24.0,98102,12686,15931,14177,14950,40358,0,0,0,0,0,0,0,0,1
13418,28,168.0,73.0,25.9,98115,44376,12324,5133,24935,11347,0,0,0,0,0,0,0,0,1
13419,29,180.0,84.0,25.9,98120,18387,25966,12785,17954,23028,0,0,0,0,0,0,0,0,1
13420,44,172.0,77.0,26.0,98128,36340,20555,10900,9984,20349,0,0,0,1,0,0,0,0,0
13421,36,175.0,79.0,25.8,98129,50223,10144,8691,21696,7375,0,0,0,0,0,0,0,0,0
13422,31,186.0,90.0,26.0,98130,19508,19629,17108,16785,25100,0,0,0,0,0,0,0,0,0
13423,28,188.0,91.0,25.7,98145,8828,20712,23664,25078,19863,0,0,1,0,0,0,0,0,0
13424,30,175.0,68.0,22.2,98161,22820,28851,5522,9008,31960,0,0,0,0,0,0,0,0,1
13425,38,175.0,83.0,27.1,98166,12686,25405,13021,13377,33677,0,0,0,0,0,0,0,0,1
13426,29,178.0,88.0,27.8,98177,45485,19464,1404,15331,16493,0,0,0,0,0,0,0,0,1
13427,45,178.0,84.0,26.5,98178,35431,23412,14382,12117,12836,0,0,0,0,0,0,0,0,1
13428,29,178.0,77.0,24.3,98179,27384,14762,35965,7903,12165,0,0,0,0,0,0,0,0,1
13429,33,178.0,86.0,27.1,98185,23544,22287,17233,18476,16645,0,0,0,0,0,0,0,0,1
13430,38,185.0,87.0,25.4,98192,13218,24226,19799,34333,6616,0,0,0,0,0,0,1,0,0
13431,29,182.0,86.0,26.0,98209,9881,15467,35282,18558,19021,0,0,0,0,0,0,0,0,0
13432,28,180.0,81.0,25.0,98213,36340,7872,25188,16427,12386,0,0,0,0,0,0,0,0,1
13433,35,167.0,83.0,29.8,98214,30006,6072,24864,22294,14978,0,0,0,0,0,0,0,0,0
13434,29,184.0,84.0,24.8,98223,9532,29603,17267,12230,29591,0,0,0,0,0,0,1,0,0
13435,26,178.0,88.0,27.8,98224,44376,10454,14419,22058,6917,0,0,0,0,0,0,0,0,1
13436,36,177.0,83.0,26.5,98225,3320,11259,26685,38863,18098,1,0,0,0,0,0,0,0,0
13437,32,180.0,83.0,25.6,98227,13831,18160,12106,26271,27859,0,0,0,0,0,0,0,0,0
13438,30,185.0,86.0,25.1,98234,10735,9614,54169,16303,7413,0,0,0,0,0,0,0,0,1
13439,23,180.0,83.0,25.6,98237,6260,17550,48848,20056,5523,0,0,0,0,0,0,0,0,0
13440,40,178.0,79.0,24.9,98248,47717,11188,7018,22473,9852,0,0,0,0,0,0,0,0,1
13441,24,178.0,83.0,26.2,98259,5363,7626,39603,25882,19785,0,0,0,0,0,0,0,0,1
13442,45,178.0,69.0,21.8,98275,26601,31376,2997,22813,14488,0,0,0,0,0,0,0,0,1
13443,29,173.0,75.0,25.1,98276,45485,20270,15361,8867,8293,0,0,0,0,0,0,0,0,1
13444,30,171.0,82.0,28.0,98303,10347,29910,33036,13420,11590,0,0,0,0,0,0,0,0,0
13445,26,186.0,85.0,24.6,98305,6260,15305,39419,20096,17225,0,0,0,0,0,0,0,0,0
13446,36,178.0,82.0,25.9,98310,26601,27561,16312,16660,11176,0,0,0,0,0,0,0,0,1
13447,27,178.0,68.0,21.5,98313,20685,19769,20028,17248,20583,0,0,0,0,0,0,0,0,1
13448,30,176.0,72.0,23.2,98321,33428,30392,7136,21910,5455,0,0,0,0,0,0,0,0,0
13449,35,173.0,86.0,28.7,98322,56339,15779,6342,5374,14488,0,0,0,0,0,0,0,0,1
13450,39,176.0,88.0,28.4,98326,30006,16435,14504,20736,16645,0,0,0,0,0,0,0,0,0
13451,41,185.0,102.0,29.8,98331,28158,17485,18302,15880,18506,0,0,0,0,0,0,0,0,1
13452,42,178.0,73.0,23.0,98337,27384,7930,28298,14296,20429,0,0,0,0,0,0,0,0,1
13453,34,175.0,75.0,24.5,98351,34003,18833,6128,17169,22218,0,0,1,0,0,0,0,0,0
13454,34,173.0,79.0,26.4,98353,26601,13247,17769,20242,20494,0,0,0,0,0,0,0,0,1
13455,24,188.0,92.0,26.0,98356,7652,23055,30379,20777,16493,0,0,0,0,0,0,0,0,0
13456,48,178.0,82.0,25.9,98359,10347,30525,26664,16723,14100,0,0,0,1,0,0,0,0,0
13456,31,179.0,84.0,26.2,98359,21334,15903,24909,18025,18188,0,0,0,0,0,0,0,0,0
13458,36,175.0,73.0,23.8,98361,46622,21274,9190,11171,10104,0,0,0,0,0,0,0,0,1
13459,36,193.0,98.0,26.3,98363,5102,20886,44055,10928,17392,0,0,0,0,0,0,0,0,1
13460,44,180.0,81.0,25.0,98380,15232,28917,31950,8960,13321,0,0,0,0,0,0,0,0,1
13461,28,185.0,98.0,28.6,98383,15232,4529,37165,22004,19453,0,0,0,0,0,0,0,0,1
13462,28,178.0,86.0,27.1,98385,25821,15588,18339,13142,25495,0,0,0,0,0,0,0,0,0
13463,27,176.0,78.0,25.2,98389,22015,37912,7444,13089,17929,0,0,0,0,0,0,0,0,0
13464,31,178.0,84.0,26.5,98390,34003,15649,3318,28857,16563,0,0,0,0,0,0,0,0,1
13464,30,178.0,74.0,23.4,98390,26601,16249,14808,22226,18506,0,0,0,0,0,0,0,0,0
13466,31,179.0,83.0,25.9,98392,9188,40642,13601,11083,23878,0,1,0,0,0,0,0,0,0
13467,34,187.0,95.0,27.2,98402,1812,12291,62003,10388,11908,0,0,0,0,0,0,0,0,0
13468,35,170.0,73.0,25.3,98404,26601,27561,26069,9339,8834,0,0,0,0,0,0,0,0,1
13468,26,180.0,80.0,24.7,98404,20070,12116,21662,19838,24718,0,0,0,0,0,0,0,0,0
13470,30,180.0,88.0,27.2,98409,35431,11319,19500,18676,13483,0,0,0,0,0,0,0,0,1
13471,28,178.0,68.0,21.5,98415,44376,20068,20069,9523,4379,0,0,0,0,0,0,0,0,1
13472,41,188.0,107.0,30.3,98424,1205,10418,51281,27041,8479,0,0,0,0,0,0,0,0,1
13473,30,173.0,75.0,25.1,98434,51743,15438,2018,22490,6745,0,0,0,0,0,0,0,0,1
13474,26,168.0,64.0,22.7,98438,42298,25284,2451,9977,18428,0,0,0,0,0,0,0,0,0
13475,35,185.0,90.0,26.3,98440,14443,5476,39545,19607,19369,0,0,0,0,0,0,0,0,1
13476,35,185.0,96.0,28.0,98453,9188,9991,51286,18136,9852,0,0,0,0,0,1,0,0,0
13477,33,178.0,82.0,25.9,98455,22015,18468,4183,39001,14788,0,0,0,0,0,0,0,0,0
13478,36,183.0,92.0,27.5,98471,22820,23554,9272,18212,24613,0,0,0,0,0,0,0,0,1
13479,27,175.0,84.0,27.4,98481,41254,12922,14903,21422,7980,0,0,0,0,0,0,0,0,0
13479,23,178.0,91.0,28.7,98481,19508,29329,16185,8616,24843,0,0,0,0,0,0,0,0,1
13481,39,175.0,75.0,24.5,98486,12109,22568,31966,22778,9065,0,0,0,0,0,0,0,0,1
13482,25,178.0,84.0,26.5,98491,3482,48533,22189,17108,7179,0,0,0,0,0,0,0,0,0
13483,29,178.0,77.0,24.3,98493,25821,14559,19561,4875,33677,0,0,0,0,0,0,0,0,0
13484,45,183.0,79.0,23.6,98502,15232,24170,22310,22690,14100,0,0,0,0,0,0,0,0,1
13485,23,178.0,84.0,26.5,98513,35431,11993,11097,26922,13070,0,0,0,0,0,0,0,0,1
13486,25,190.0,95.0,26.3,98521,1266,6497,31557,16880,42321,0,0,0,0,0,0,0,0,0
13487,25,179.0,80.0,25.0,98522,10735,27914,24042,11546,24285,0,0,0,0,0,0,0,0,0
13488,29,183.0,91.0,27.2,98529,7652,22476,32049,19434,16918,1,0,0,0,0,0,0,0,0
13489,27,178.0,84.0,26.5,98531,831,16628,27989,22294,30789,0,0,0,1,0,0,0,0,0
13490,32,175.0,96.0,31.3,98535,42298,8445,14865,14169,18758,0,0,0,0,0,0,0,1,0
13491,21,178.0,80.0,25.2,98550,30006,11667,22189,15146,19542,0,0,0,0,1,0,0,0,0
13492,22,160.0,61.0,23.8,98551,75522,16185,1411,1524,3909,0,0,0,0,0,0,0,0,1
13493,29,178.0,80.0,25.2,98554,10347,21866,24909,19663,21769,0,0,0,0,0,0,1,0,0
13494,27,168.0,84.0,29.8,98562,30006,6291,8093,27890,26282,0,0,0,0,0,0,0,0,1
13495,32,188.0,95.0,26.9,98567,1266,1778,87978,4875,2670,0,0,0,0,0,0,0,0,1
13496,19,178.0,64.0,20.2,98575,64185,21866,3450,5999,3075,0,0,0,0,0,0,0,0,0
13497,32,193.0,97.0,26.0,98583,8179,17058,29994,25882,17470,0,0,0,0,0,0,0,1,0
13498,27,178.0,77.0,24.3,98594,29001,33704,22501,5061,8327,0,0,0,0,0,0,0,1,0
13499,25,176.0,87.0,28.1,98598,30006,15824,17893,13283,21592,0,0,0,0,0,0,0,0,0
13500,29,183.0,85.0,25.4,98604,4068,22787,39318,14747,17684,0,0,0,0,0,0,1,0,0
13500,22,184.0,86.0,25.4,98604,22015,26017,13445,19443,17684,1,0,0,0,0,0,0,0,0
13502,40,185.0,88.0,25.7,98633,10735,34134,17650,16329,19785,0,0,0,0,0,0,0,0,1
13503,33,183.0,88.0,26.3,98639,20685,34219,12553,20037,11145,0,0,0,0,0,0,0,0,0
13504,26,178.0,84.0,26.5,98642,18902,19585,38412,15953,5790,0,0,0,0,0,0,0,1,0
13505,34,180.0,89.0,27.5,98650,19508,9230,53962,3457,12493,0,0,0,0,0,1,0,0,0
13505,39,172.0,73.0,24.7,98650,30006,14705,21082,13488,19369,0,0,0,0,0,0,0,0,0
13507,34,173.0,84.0,28.1,98652,15232,23217,25405,15256,19542,0,0,0,0,0,0,0,1,0
13508,26,180.0,80.0,24.7,98653,30006,17485,7212,19107,24843,0,0,0,0,0,0,0,0,0
13509,29,183.0,80.0,23.9,98659,29001,19371,16185,20557,13545,0,0,0,0,0,0,0,0,0
13510,24,178.0,84.0,26.5,98663,64185,11157,4230,9285,9806,0,0,0,0,0,0,0,0,0
13511,32,183.0,81.0,24.2,98667,20685,12389,46685,9843,9065,0,0,0,0,0,0,0,0,1
13512,27,173.0,77.0,25.7,98671,70344,6993,5108,8372,7854,0,0,0,0,0,0,0,0,1
13513,27,178.0,79.0,24.9,98672,25056,24281,4857,8267,36211,1,0,0,0,0,0,0,0,0
13514,25,178.0,80.0,25.2,98687,18902,26969,7410,28014,17392,0,0,0,0,0,0,0,1,0
13515,28,175.0,91.0,29.7,98689,14443,11595,8558,48265,15828,0,0,0,0,0,0,0,0,0
13516,36,183.0,75.0,22.4,98690,15232,19031,32350,10849,21228,0,0,0,0,0,0,0,0,1
13517,41,178.0,82.0,25.9,98709,34698,10220,18138,12096,23557,0,0,0,0,0,0,0,0,0
13517,51,175.0,72.0,23.5,98709,28158,19371,11275,23931,15974,0,0,0,0,0,0,0,0,1
13519,35,185.0,91.0,26.6,98714,10735,18027,18656,32955,18341,0,0,0,0,0,0,0,0,1
13520,26,185.0,78.0,22.8,98719,2794,22709,37928,15331,19957,0,0,0,0,0,0,0,1,0
13521,54,178.0,95.0,30.0,98722,5891,17964,18802,38990,17075,0,0,0,0,0,0,0,0,1
13521,21,178.0,84.0,26.5,98722,17433,25773,22402,25021,8093,0,0,1,0,0,0,0,0,0
13521,30,179.0,77.0,24.0,98722,17871,21182,13498,18779,27392,0,1,0,0,0,0,0,0,0
13524,25,188.0,94.0,26.6,98747,1564,8432,24964,14511,49276,0,0,0,0,0,0,0,0,0
13525,35,184.0,88.0,26.0,98749,15232,4039,35333,18266,25879,0,0,0,0,0,0,0,0,0
13526,26,185.0,87.0,25.4,98752,264,31107,39311,12096,15974,0,0,0,0,0,0,0,0,0
13527,27,178.0,84.0,26.5,98756,5363,9144,16070,39907,28272,0,0,0,0,0,0,0,1,0
13528,37,193.0,98.0,26.3,98757,1205,31733,39302,12972,13545,0,0,0,0,0,0,0,0,1
13529,35,178.0,84.0,26.5,98759,21334,25474,16380,11693,23878,0,0,1,0,0,0,0,0,0
13530,31,185.0,84.0,24.5,98761,3165,19144,28193,33545,14714,0,0,0,0,0,0,0,0,1
13531,26,178.0,84.0,26.5,98762,25821,18802,47187,3186,3766,0,0,0,0,0,0,0,0,0
13532,36,178.0,73.0,23.0,98766,77144,10615,5855,1151,4001,0,0,0,0,0,0,0,0,0
13532,42,175.0,85.0,27.8,98766,34698,11759,12673,19287,20349,0,0,0,0,0,0,0,0,1
13532,34,495.0,88.0,3.6,98766,28158,17023,20735,16357,16493,0,1,0,0,0,0,0,0,0
13535,30,175.0,85.0,27.8,98767,5891,20886,44048,18136,9806,0,0,0,0,0,0,0,1,0
13536,30,175.0,73.0,23.8,98768,13831,20958,37441,11824,14714,0,0,0,0,0,0,0,0,1
13537,38,188.0,86.0,24.3,98794,13831,27982,11747,27221,18013,0,0,0,0,0,0,0,0,1
13538,42,170.0,76.0,26.3,98803,42298,16243,8212,10022,22028,0,0,0,0,0,0,0,0,0
13539,23,186.0,92.0,26.6,98817,4903,16844,31631,20339,25100,0,0,0,0,0,0,0,0,0
13540,39,188.0,105.0,29.7,98819,3020,6161,49208,22884,17546,0,0,0,0,0,0,0,1,0
13541,36,178.0,84.0,26.5,98821,25056,17282,23836,18159,14488,0,0,0,0,0,0,0,0,1
13542,28,178.0,84.0,26.5,98831,14443,20671,22378,25078,16261,0,0,0,0,0,0,0,0,0
13543,35,178.0,84.0,26.5,98837,41254,21866,3229,17700,14788,0,0,0,0,0,0,0,0,0
13544,29,180.0,86.0,26.5,98838,25056,41769,8618,11736,11659,0,0,0,0,0,0,0,0,1
13545,21,173.0,79.0,26.4,98851,27384,13065,17267,14543,26592,0,0,0,0,0,0,0,0,1
13546,29,175.0,82.0,26.8,98863,30006,10343,18665,22850,16999,0,0,0,0,0,0,0,0,1
13547,31,178.0,73.0,23.0,98877,40098,16308,26500,5492,10479,0,0,0,0,0,0,0,0,1
13548,35,178.0,81.0,25.6,98883,20685,7885,23972,27583,18758,0,0,0,0,0,0,0,0,1
13548,31,15.0,77.0,3422.2,98883,30006,15809,13082,17259,22727,0,0,0,0,0,0,0,0,1
13550,33,188.0,86.0,24.3,98898,12686,22440,17148,14664,31960,1,0,0,0,0,0,0,0,0
13551,36,186.0,84.0,24.3,98899,8179,35220,14171,24411,16918,0,0,0,0,0,0,0,0,0
13552,25,178.0,84.0,26.5,98908,6260,8889,22903,32584,28272,0,0,0,0,0,0,0,0,1
13553,20,178.0,84.0,26.5,98920,12109,6269,56714,7772,16056,0,0,0,0,0,0,0,0,1
13554,25,178.0,84.0,26.5,98921,30006,22143,12087,24074,10611,0,0,0,0,0,0,0,0,0
13555,23,178.0,74.0,23.4,98929,44376,19406,3560,9917,21670,0,0,0,0,0,0,0,0,1
13556,28,180.0,86.0,26.5,98930,9188,10187,19485,48723,11347,0,0,0,0,0,0,0,0,1
13557,20,176.0,84.0,27.1,98936,13218,31950,16911,16994,19863,0,0,0,0,0,0,0,0,0
13558,30,178.0,82.0,25.9,98939,27384,11171,7967,27197,25220,0,0,0,0,0,0,0,0,1
13559,31,177.0,83.0,26.5,98944,34698,10144,22221,14489,17392,0,0,0,0,0,0,0,0,0
13560,33,178.0,84.0,26.5,98951,18902,21060,13766,27125,18098,0,0,0,0,0,0,0,0,1
13560,27,178.0,84.0,26.5,98951,14443,19444,25223,20056,19785,1,0,0,0,0,0,0,0,0
13562,32,177.0,90.0,28.7,98954,24248,13744,18928,26636,15398,1,0,0,0,0,0,0,0,0
13563,17,163.0,68.0,25.6,98958,34698,25003,21779,6999,10479,0,0,0,0,0,0,0,0,1
13563,39,178.0,84.0,26.5,98958,34003,11902,7143,28293,17617,0,0,0,0,0,0,0,0,1
13565,29,178.0,83.0,26.2,98965,15232,20395,18339,22690,22309,0,0,0,0,0,0,0,0,0
13566,25,185.0,88.0,25.7,98967,19508,18468,17073,22425,21493,0,0,0,0,0,0,0,0,1
13567,21,178.0,90.0,28.4,98972,43323,16109,14968,11673,12899,0,0,0,0,0,0,0,0,0
13568,26,178.0,84.0,26.5,98991,48983,14398,9643,14377,11590,0,0,1,0,0,0,0,0,0
13569,20,175.0,80.0,26.1,98992,14443,14119,47119,3526,19785,0,0,0,0,0,0,0,1,0
13569,31,183.0,84.0,25.1,98992,33428,15679,19908,21556,8421,0,0,0,0,0,0,0,0,1
13571,21,168.0,77.0,27.3,98993,35431,24938,12202,15811,10611,0,0,0,0,0,0,0,0,1
13571,42,173.0,72.0,24.1,98993,22015,37983,12684,15435,10876,0,0,0,0,0,0,0,0,0
13573,44,185.0,82.0,24.0,98997,9532,47598,18396,13767,9704,0,0,0,0,0,0,0,0,0
13574,31,176.0,78.0,25.2,99002,30006,25567,5439,13377,24613,0,0,0,0,0,0,0,0,0
13575,24,180.0,84.0,25.9,99023,7652,17879,15629,39934,17929,1,0,0,0,0,0,0,0,0
13576,36,175.0,86.0,28.1,99048,25821,22185,6743,29027,15272,0,0,0,0,0,0,0,0,1
13577,33,173.0,78.0,26.1,99054,51743,8296,12673,8950,17392,0,0,0,0,0,0,0,0,1
13578,25,175.0,82.0,26.8,99061,25821,17550,21105,16244,18341,0,0,0,0,0,0,0,0,1
13579,41,165.0,82.0,30.1,99067,23544,12637,21532,20490,20864,0,0,0,0,0,0,0,0,1
13580,26,188.0,95.0,26.9,99068,1564,3385,87878,5061,1180,0,0,0,0,0,0,0,0,1
13581,24,178.0,84.0,26.5,99069,4465,8408,53992,20490,11714,0,0,1,0,0,0,0,0,0
13582,47,178.0,89.0,28.1,99070,20685,14674,20771,32558,10382,0,0,1,0,0,0,0,0,0
13583,29,178.0,84.0,26.5,99088,18387,18391,17413,16625,28272,0,0,0,0,0,0,0,0,1
13584,28,175.0,75.0,24.5,99108,43323,14858,661,2615,37651,0,0,0,0,0,0,0,0,0
13585,37,170.0,75.0,26.0,99110,35431,14957,24556,12001,12165,0,0,0,0,0,0,0,0,1
13585,35,175.0,83.0,27.1,99110,35431,15588,15256,12972,19863,0,1,0,0,0,0,0,0,0
13587,20,178.0,86.0,27.1,99121,22015,17850,21971,13089,24196,0,0,0,0,0,0,0,0,1
13588,40,172.0,75.0,25.4,99126,34003,16082,11322,18266,19453,0,0,0,0,0,0,0,0,0
13589,32,178.0,77.0,24.3,99127,34003,19571,11747,13377,20429,0,0,0,0,0,0,0,0,1
13590,21,189.0,85.0,23.8,99128,4263,13744,51272,15749,14100,0,0,0,0,0,0,0,0,0
13591,30,182.0,85.0,25.7,99131,45485,9831,22786,14720,6309,0,0,0,0,0,0,1,0,0
13592,36,183.0,89.0,26.6,99132,11645,9902,44159,24555,8871,0,0,0,0,0,0,0,0,1
13593,31,173.0,80.0,26.7,99133,47717,11078,16728,8632,14978,0,0,0,0,0,0,0,0,1
13594,47,183.0,86.0,25.7,99139,34003,18844,23528,15766,6998,0,0,0,0,0,0,0,0,1
13594,27,175.0,80.0,26.1,99139,33428,20231,18479,11481,15520,0,0,0,0,0,0,0,0,0
13596,32,183.0,104.0,31.1,99146,22820,21980,17769,28098,8479,0,0,0,0,0,0,0,0,1
13597,47,168.0,84.0,29.8,99153,12686,35854,21033,19876,9704,0,0,0,0,0,0,0,0,1
13598,36,175.0,88.0,28.7,99154,30006,10477,37476,12033,9162,0,0,0,0,0,0,0,0,1
13599,35,185.0,88.0,25.7,99155,34698,10628,16672,20594,16563,0,0,0,0,0,0,0,0,1
13600,43,190.0,93.0,25.8,99171,10347,13744,44159,14865,16056,0,0,0,0,0,0,0,0,1
13601,33,178.0,82.0,25.9,99175,21334,21753,18928,20242,16918,0,0,0,0,0,0,0,0,1
13602,28,178.0,84.0,26.5,99181,44376,19497,7415,17694,10199,0,0,0,0,0,0,0,0,0
13603,31,173.0,88.0,29.4,99186,19508,24624,17925,24578,12551,0,0,0,0,0,0,0,0,1
13604,22,183.0,100.0,29.9,99195,19508,21456,24024,23432,10775,0,0,0,0,0,0,0,0,1
13605,23,183.0,79.0,23.6,99201,6260,15061,68554,4098,5228,0,0,0,0,0,0,0,0,1
13606,34,165.0,75.0,27.5,99206,50223,20610,11437,3933,13003,0,0,0,0,0,0,0,0,1
13607,33,178.0,84.0,26.5,99210,23544,30430,5812,18476,20948,0,0,0,0,0,0,0,0,0
13608,26,178.0,84.0,26.5,99214,12686,33079,15899,18529,19021,0,0,0,0,0,0,0,0,0
13609,27,185.0,88.0,25.7,99215,10347,16330,44163,20930,7445,0,0,1,0,0,0,0,0,0
13610,29,180.0,85.0,26.2,99251,25056,9702,19534,11282,33677,0,0,0,0,0,0,0,0,1
13611,27,170.0,70.0,24.2,99261,25056,33045,9952,13440,17768,0,0,0,0,0,0,0,1,0
13612,45,175.0,82.0,26.8,99264,13218,16985,28504,23718,16839,0,0,1,0,0,0,0,0,0
13613,27,178.0,84.0,26.5,99279,44376,13047,7534,13283,21039,0,0,0,0,0,0,0,0,1
13614,36,168.0,68.0,24.1,99280,64185,18933,10038,2266,3858,0,0,0,0,0,0,0,0,1
13614,39,168.0,86.0,30.5,99280,40098,24593,8146,16244,10199,1,0,0,0,0,0,0,0,0
13616,41,173.0,79.0,26.4,99287,26601,5942,33851,24566,8327,0,0,0,0,0,0,0,0,1
13617,26,170.0,82.0,28.4,99291,34003,15747,15016,14271,20254,0,0,0,0,0,0,0,0,1
13618,16,169.0,69.0,24.2,99292,34003,30670,9165,12451,13003,0,0,1,0,0,0,0,0,0
13619,27,178.0,84.0,26.5,99297,30006,12104,16195,27615,13377,0,0,0,0,0,0,0,0,0
13620,35,183.0,86.0,25.7,99305,6260,17242,26521,33762,15520,0,0,0,0,0,0,0,0,1
13621,28,180.0,74.0,22.8,99306,43323,24511,6823,10161,14488,0,1,0,0,0,0,0,0,0
13622,34,183.0,92.0,27.5,99310,13218,23278,37262,12426,13126,0,0,0,0,0,0,0,0,1
13623,26,170.0,62.0,21.5,99311,59872,18837,9208,4778,6616,0,0,0,0,0,0,0,0,0
13624,29,181.0,90.0,27.5,99314,12686,15608,33557,24337,13126,0,0,0,0,0,0,0,0,0
13625,43,180.0,88.0,27.2,99316,27384,16392,22310,22884,10346,0,0,0,0,0,0,0,0,1
13626,27,178.0,84.0,26.5,99331,6260,51749,15119,13937,12266,0,0,0,0,0,0,0,0,0
13627,26,189.0,94.0,26.3,99345,6260,10065,35333,25378,22309,0,0,1,0,0,0,0,0,0
13627,28,178.0,95.0,30.0,99345,18387,30049,16454,17810,16645,0,0,0,0,0,0,0,0,1
13629,40,180.0,81.0,25.0,99349,37269,21753,6936,19351,14040,0,0,1,0,0,0,0,0,0
13629,34,178.0,86.0,27.1,99349,50223,11494,15361,9673,12598,0,0,0,0,0,0,0,0,1
13629,33,178.0,84.0,26.5,99349,27384,19571,14693,18159,19542,0,0,0,0,0,0,0,0,0
13632,39,188.0,111.0,31.4,99363,8179,22258,36305,17774,14847,0,0,0,0,0,0,0,0,1
13633,27,173.0,73.0,24.4,99365,45485,12389,16340,3123,22028,0,0,0,0,0,0,0,0,1
13634,32,180.0,84.0,25.9,99369,15232,13540,37461,13767,19369,0,0,0,0,0,0,0,1,0
13635,25,182.0,76.0,22.9,99375,26601,14705,15074,25378,17617,0,0,0,0,0,0,0,0,0
13636,28,172.0,72.0,24.3,99378,8517,19694,7770,22130,41267,0,0,0,0,0,0,1,0,0
13637,33,163.0,68.0,25.6,99388,44376,16844,11300,13197,13671,0,0,1,0,0,0,0,0,0
13638,33,180.0,89.0,27.5,99396,23544,13584,20744,27732,13792,0,0,0,0,0,0,0,0,1
13639,42,185.0,84.0,24.5,99411,19508,18761,31568,14664,14910,0,0,0,0,0,0,0,0,1
13640,33,180.0,77.0,23.8,99417,30006,14705,20936,17277,16493,0,0,0,0,0,0,1,0,0
13641,34,175.0,76.0,24.8,99420,47717,20459,8168,9482,13594,0,0,0,0,0,0,0,0,0
13642,29,178.0,100.0,31.6,99428,20070,4821,39525,22364,12648,0,0,0,0,0,0,0,0,1
13643,35,188.0,95.0,26.9,99441,7433,13065,21185,32538,25220,0,0,0,0,0,0,0,0,1
13643,40,178.0,84.0,26.5,99441,26601,10560,24796,21964,15520,0,0,0,0,0,0,0,0,1
13645,28,176.0,85.0,27.4,99443,44376,8046,11853,18093,17075,1,0,0,0,0,0,0,0,0
13646,28,170.0,79.0,27.3,99449,34698,10980,15313,8867,29591,0,0,0,0,0,0,0,0,1
13647,31,178.0,84.0,26.5,99453,27384,25268,6152,16181,24468,0,0,0,0,0,0,0,0,1
13648,27,184.0,85.0,25.1,99464,37269,11595,12840,15643,22117,0,0,0,0,0,0,0,0,0
13648,32,178.0,80.0,25.2,99464,21334,19714,14693,23294,20429,0,0,0,0,0,0,0,0,1
13650,38,178.0,84.0,26.5,99470,20070,12922,26028,27073,13377,0,0,0,0,0,0,0,0,1
13651,24,178.0,84.0,26.5,99471,9881,25674,26629,18266,19021,0,1,0,0,0,0,0,0,0
13652,32,178.0,86.0,27.1,99477,30006,18160,7500,27032,16779,0,0,0,0,0,0,0,0,1
13652,41,13.0,79.0,4674.6,99477,27384,26169,16679,19198,10047,0,0,0,0,0,0,0,0,1
13654,39,175.0,76.0,24.8,99483,27384,25597,12037,23320,11145,0,0,0,0,0,0,0,0,1
13655,28,178.0,88.0,27.8,99489,30006,12788,18626,19728,18341,0,0,0,0,0,0,0,0,1
13656,32,183.0,84.0,25.1,99490,9881,18864,31920,19198,19627,0,0,1,0,0,0,0,0,0
13657,17,177.0,70.0,22.3,99503,35431,14812,25975,9691,13594,0,0,0,0,0,0,0,1,0
13658,37,182.0,104.0,31.4,99523,4903,8773,46350,28098,11399,0,0,0,0,0,1,0,0,0
13659,22,178.0,84.0,26.5,99525,43323,11278,16658,13909,14357,0,0,0,0,0,0,0,0,0
13660,37,173.0,90.0,30.1,99534,18902,13300,45103,9911,12318,0,0,0,0,0,0,0,0,0
13661,31,181.0,88.0,26.9,99535,27384,30704,3281,13970,24196,0,0,0,0,0,0,0,0,0
13662,28,178.0,75.0,23.7,99561,30006,21866,13992,18639,15058,0,0,0,0,0,0,0,0,1
